id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9502223,Moonlight -  Long Vista Apartment,48654793,Do  Disturb Group,,Θήρας (Santorini),36.42741,25.43583,Entire home/apt,235,1,7,2019-07-10,0.17,80,203
9503873,Daydream Suites - Junior Honeymoon,48654793,Do  Disturb Group,,Θήρας (Santorini),36.41868,25.4317,Entire home/apt,170,1,7,2019-08-30,0.16,80,32
9504231,Daydream Suites - Grand Family,48654793,Do  Disturb Group,,Θήρας (Santorini),36.41899,25.43151,Entire home/apt,255,1,0,,,80,48
9504250,Olga Beach Villas,49255215,Olga,,Ρόδου (Rhodes),35.95983,27.89047,Entire home/apt,184,2,0,,,1,212
9504912,Armeni Grand Family Suite GALATIA,48654793,Do  Disturb Group,,Θήρας (Santorini),36.46165,25.3758,Entire home/apt,305,1,0,,,80,8
9507586,"Anemones Studios Apt#5, Sea View",49268585,Anemones Studios,,Πάρου (Paros),37.05632,25.26295,Entire home/apt,50,4,0,,,4,0
9508488,"Anemones Studios Apt#3, Sea View",49268585,Anemones Studios,,Πάρου (Paros),37.05631,25.26317,Entire home/apt,125,3,1,2018-09-21,0.08,4,0
9519840,Traditional House with Private Garden,47140448,Ιωάννης,,Πάρου (Paros),37.04321,25.24891,Entire home/apt,60,4,22,2019-09-16,0.57,2,302
9521162,Traditional House in Marpissa,47140448,Ιωάννης,,Πάρου (Paros),37.04638,25.2466,Entire home/apt,50,4,3,2017-07-28,0.08,2,363
9521643,"""Wide sea"" Maisonette",47079145,Andreas,,Κύθνου (Kythnos),37.30481,24.37981,Entire home/apt,100,4,12,2018-06-10,0.30,1,59
9526268,Iris - Modern villa near the sea,42192378,Pari,,Πάρου (Paros),37.032,25.25084,Entire home/apt,200,5,0,,,3,137
9528456,Serifos View Balcony,22849403,Maria,,Σερίφου (Seriphos),37.15502,24.50626,Entire home/apt,150,3,19,2019-08-30,0.48,2,142
9539861,Mykonos Villa Eve,44831216,Nelson,,Μυκόνου (Μykonos),37.41158,25.35748,Entire home/apt,539,1,2,2018-06-15,0.13,89,365
9539899,Mykonos Villa Adam,44831216,Nelson,,Μυκόνου (Μykonos),37.41138,25.36453,Entire home/apt,607,3,0,,,89,365
9541990,Mandraki Paradise studio 1,49419878,Antonis,,Μεγίστης (Kastellorizo),36.14903,29.5924,Entire home/apt,45,3,7,2019-09-16,0.18,3,213
9543819,Studio in the Old Town Rhodes (2),42038183,Johan,,Ρόδου (Rhodes),36.44166,28.22779,Private room,30,1,10,2019-08-20,0.37,7,90
9544141,Studio in The Old Town Rhodes (3),42038183,Johan,,Ρόδου (Rhodes),36.44079,28.22763,Private room,40,1,0,,,7,87
9552572,Bonatsa House 60sqm,42184378,Σοφια Πιερτζοβανη,,Αντιπάρου (Antiparos),36.9801,25.02487,Entire home/apt,180,3,13,2019-09-08,0.35,2,28
9553724,Beach front Mykonos Villa 18 guests 1000 sq.m,23559595,Chris,,Μυκόνου (Μykonos),37.40809,25.35239,Entire home/apt,2000,4,2,2018-07-04,0.05,5,365
9554266,Fabulous Family Beach House,49474051,Helen,,Άνδρου (Andros),37.89662,24.7117,Entire home/apt,637,5,5,2018-08-20,0.20,1,349
9555484,Stars Plunge Pool Villa,1215067,Theoni,,Θήρας (Santorini),36.432,25.4255,Private room,540,1,0,,,6,186
9567665,Stunning Luxury VILLA Mykonos!!!,14678347,Avishay,,Μυκόνου (Μykonos),37.44888,25.39055,Entire home/apt,1500,5,0,,,1,365
9572939,Ikia Kriton apartment,49557156,Kriton,,Θήρας (Santorini),36.43204,25.42312,Entire home/apt,165,2,2,2019-05-21,0.05,2,165
9581404,Cave House in Traditional Village,49598871,Emma And Alex,,Θήρας (Santorini),36.39304,25.45028,Entire home/apt,85,1,22,2019-06-26,0.52,1,357
9583235,House ASPRI in Villa Patmos Netia,7334011,Antonio,,Πάτμου (Patmos),37.33001,26.54786,Entire home/apt,78,2,11,2019-09-10,0.30,7,89
9583307,Cosy guest house I,28833830,Dimitris,,Μήλου (Milos),36.74027,24.42495,Entire home/apt,45,2,71,2019-09-20,1.81,3,151
9585989,Family Mykonos Private Villa 16 guests,23559595,Chris,,Μυκόνου (Μykonos),37.42423,25.37721,Entire home/apt,1000,4,1,2018-05-21,0.06,5,364
9586664,Livadi-4,24005388,Leonardo,,Σερίφου (Seriphos),37.14246,24.51106,Entire home/apt,188,6,3,2019-08-21,0.11,14,92
9597526,"Anezina Village, Drios, Paros",48918705,Maria,,Πάρου (Paros),37.00313,25.22407,Entire home/apt,160,2,4,2017-11-27,0.10,5,24
9603180,Nostalgia apartment near Ermoupolis Syros,49694730,Maria,,Σύρου - Ερμούπολης (Syros),37.43068,24.943,Entire home/apt,75,2,3,2018-11-30,0.07,2,131
9603189,Junior Suite by Porto Kea,49696926,George,,Κέας (Kea),37.65874,24.31784,Entire home/apt,350,1,3,2019-07-09,0.23,5,167
9603731,Superior Suite by Porto Kea,49696926,George,,Κέας (Kea),37.65692,24.31762,Entire home/apt,350,1,0,,,5,167
9604155,Luxury Presidential Residence by Porto Kea,49696926,George,,Κέας (Kea),37.65878,24.31759,Entire home/apt,450,1,1,2019-09-02,1,5,167
9604486,Luxury Family Residence by Porto Kea,49696926,George,,Κέας (Kea),37.65876,24.3172,Entire home/apt,300,1,0,,,5,167
9606625,Mykonos Beach House (RockyMansion),4147274,George,,Μυκόνου (Μykonos),37.42632,25.37533,Entire home/apt,1000,4,19,2019-09-08,0.48,11,350
9610311,"Amazing view villa,swimming pool",721804,Ελεάννα,,Άνδρου (Andros),37.85802,24.79508,Entire home/apt,150,2,32,2019-08-22,0.80,1,268
9621436,Honeymoon Suite!!!,49773663,Ioannis,,Θήρας (Santorini),36.37576,25.4816,Hotel room,250,1,37,2019-09-15,0.92,10,155
9638203,OFFER! Private villa with sea view,3204765,George,,Θήρας (Santorini),36.4232,25.43604,Entire home/apt,300,1,42,2019-09-05,0.98,8,205
9638481,Naxos apartment with lovely terrace and view,11519457,Soheil,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.10458,25.37684,Entire home/apt,73,3,22,2019-09-06,0.56,1,348
9639309,Paramithia Villa,4155182,Stefanakis,,Ρόδου (Rhodes),36.26771,28.13765,Entire home/apt,200,6,3,2019-09-15,0.62,161,184
9646339,"Cally Cave House with Pool,Fira,NEW",49876111,Eleftherios,,Θήρας (Santorini),36.41734,25.4415,Entire home/apt,140,1,108,2019-09-04,2.61,2,14
9655319,Andros Maisonettes - SUPERIOR VILLA,48654793,Do  Disturb Group,,Άνδρου (Andros),37.8818,24.75351,Entire home/apt,90,2,6,2019-09-07,0.15,80,201
9656551,Andros Maisonettes - SENIOR VILLA,48654793,Do  Disturb Group,,Άνδρου (Andros),37.88057,24.75239,Entire home/apt,100,2,4,2019-09-15,0.11,80,201
9659322,Exclusive 3 bedroom villa,36721781,Maria,,Ρόδου (Rhodes),36.077,28.0458,Entire home/apt,425,7,2,2019-08-03,0.16,1,141
9660535,Acc in Amoudi- Family seaview house,51279,Travel & Tourism Greece,,Θήρας (Santorini),36.45982,25.37198,Entire home/apt,200,1,2,2017-06-29,0.05,54,9
9664376,Home with stunning sea  view,49945907,Γιωργος,,Τήνου (Tinos),37.54171,25.15427,Entire home/apt,100,5,3,2018-08-14,0.07,1,148
9667423,Villa Juliette - Prasonisi Villas,49957629,Stamatis,,Ρόδου (Rhodes),35.95247,27.7696,Entire home/apt,320,7,1,2017-10-24,0.04,3,292
9670152,"3 bedroom senior beach villa, share pool",3397138,Petros,,Πάρου (Paros),37.12483,25.28153,Entire home/apt,800,1,0,,,32,363
9670436,Traditional Santorinian Cave House,24119874,Katerina,,Θήρας (Santorini),36.39327,25.45019,Entire home/apt,89,1,2,2016-08-04,0.05,4,12
9685770,Elkaza Loft Sea view Villa,19169628,Liberty Eleftheria,,Θήρας (Santorini),36.4248,25.43099,Entire home/apt,130,2,82,2019-08-20,1.93,4,2
9701009,Villa Meandros Lindos,30660666,Stefanos,,Ρόδου (Rhodes),36.09047,28.08442,Entire home/apt,297,3,5,2019-08-03,0.12,7,167
9701046,Maison traditionnelle - Vieille ville de Rhodes,50094937,Michael,,Ρόδου (Rhodes),36.44279,28.22468,Entire home/apt,130,5,11,2019-09-08,0.28,1,358
9701692,"3 bedroom summer house ,share pool",3397138,Petros,,Πάρου (Paros),37.10595,25.2666,Entire home/apt,550,1,0,,,32,365
9707093,mediterraneo 2 bedroom apartment,50120343,Antonios,,Ρόδου (Rhodes),36.20389,28.13883,Entire home/apt,140,2,0,,,3,365
9707963,Maison traditionnelle à Tinos,4915428,Solenn,,Τήνου (Tinos),37.58581,25.14585,Entire home/apt,250,7,2,2018-08-18,0.14,2,365
9713877,mediterraneo studio for 2,50120343,Antonios,,Ρόδου (Rhodes),36.20419,28.13898,Entire home/apt,85,1,0,,,3,365
9714201,mediterraneo family studio sea view,50120343,Antonios,,Ρόδου (Rhodes),36.20441,28.14004,Entire home/apt,120,2,0,,,3,365
9718194,Antiparos beach villa with pool,3397138,Petros,,Αντιπάρου (Antiparos),36.98102,25.06839,Entire home/apt,710,7,2,2017-09-02,0.07,32,365
9719405,Ambassador Sea Side HONEYMOON VILLA,48654793,Do  Disturb Group,,Πάρου (Paros),37.1247,25.28093,Entire home/apt,475,1,1,2019-05-31,0.24,80,276
9719936,Villa Kleopatra with sea view,50173506,Fotini,,Άνδρου (Andros),37.84689,24.79202,Entire home/apt,100,5,17,2019-09-05,0.40,1,359
9719949,Ambassador Sea Side SUPERIOR VILLA,48654793,Do  Disturb Group,,Πάρου (Paros),37.12418,25.28065,Entire home/apt,700,1,5,2019-08-10,0.13,80,185
9720494,Ambassador Sea Side SENIOR VILLA,48654793,Do  Disturb Group,,Πάρου (Paros),37.1239,25.27943,Entire home/apt,800,1,3,2019-06-29,0.71,80,277
9720930,Villa Phaedra Koufonissi,2221896,Alexia,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),36.94541,25.61798,Entire home/apt,400,4,16,2019-08-27,0.42,1,130
9722580,Ambassador Sea Side EXECUTIVE 3B,48654793,Do  Disturb Group,,Πάρου (Paros),37.12419,25.27982,Entire home/apt,900,1,2,2019-07-19,0.05,80,304
9723255,Ambassador Sea Side EXECUTIVE 4B,48654793,Do  Disturb Group,,Πάρου (Paros),37.12553,25.27926,Entire home/apt,1090,1,1,2016-06-18,0.03,80,1
9723676,Maison cycladique avec jardin centre Parikia.,24657973,Michèle,,Πάρου (Paros),37.08832,25.15714,Entire home/apt,120,4,2,2019-09-18,0.15,3,352
9740398,Armeni Villas Superior Suite GALINI,48654793,Do  Disturb Group,,Θήρας (Santorini),36.46172,25.37566,Entire home/apt,295,1,0,,,80,3
9741481,Armeni Ambassador Villa GLAFKI,48654793,Do  Disturb Group,,Θήρας (Santorini),36.46058,25.37556,Entire home/apt,350,1,1,2016-06-18,0.03,80,10
9741755,AmbassadorSea Side AMBASSADOR VILLA,48654793,Do  Disturb Group,,Πάρου (Paros),37.12391,25.28084,Entire home/apt,1250,1,4,2019-09-06,0.15,80,273
9742668,Spacious villa with panoramic views,14957603,Mykonos,,Μυκόνου (Μykonos),37.41662,25.32991,Entire home/apt,2950,1,7,2019-09-25,0.18,6,365
9747707,Deluxe Suite by Porto Kea,49696926,George,,Κέας (Kea),37.65763,24.31769,Private room,300,1,0,,,5,167
9748028,illusion Villa - Exceptional Private Villa,50285915,Penny,,Θήρας (Santorini),36.35604,25.39524,Entire home/apt,400,2,30,2019-09-07,0.72,1,204
9748711,Efthimia's Rooms,50288239,Petros,,Μήλου (Milos),36.74357,24.43,Private room,50,2,79,2019-09-29,2.01,3,189
9761972,Daydream Suites - Senior Suite,48654793,Do  Disturb Group,,Θήρας (Santorini),36.41983,25.42961,Entire home/apt,215,1,2,2019-08-26,0.05,80,51
9762355,Daydream Suites - Superior Suite,48654793,Do  Disturb Group,,Θήρας (Santorini),36.41871,25.43013,Private room,185,1,0,,,80,34
9762895,Daydream Suites - Dream Villa,48654793,Do  Disturb Group,,Θήρας (Santorini),36.42033,25.43127,Entire home/apt,975,1,5,2019-09-12,0.14,80,108
9762906,Bird House,31520413,Irini,,Πάρου (Paros),37.01107,25.15856,Entire home/apt,45,7,0,,,3,361
9764783,"Luxurius VillaThelgoMykonos  I, amazing  sea View!",50301595,Sofianos,,Μυκόνου (Μykonos),37.41678,25.33252,Entire home/apt,290,1,39,2019-09-18,0.94,16,208
9765730,OIA VILLAS 1: WHITE HOUSE OUTDOOR JACUZZI,29674029,Haris,,Θήρας (Santorini),36.46011,25.37369,Entire home/apt,250,1,16,2019-09-14,0.39,4,251
9770158,"Luxury VillaThelgoMykonos II, amazing sea View!",50301595,Sofianos,,Μυκόνου (Μykonos),37.41691,25.33303,Entire home/apt,290,1,16,2019-09-09,0.60,16,219
9770243,"Sunny, sea view apartment",50358748,Georgios,,Θήρας (Santorini),36.34172,25.45599,Entire home/apt,60,1,94,2019-09-15,2.33,2,195
9770922,Cozy house in Golden Beach Paros,50378829,Marilena,,Πάρου (Paros),37.01421,25.24396,Entire home/apt,300,5,0,,,1,176
9771153,Villa Zinovia Lindos,49985122,Gina,,Ρόδου (Rhodes),36.08905,28.0858,Private room,40,3,53,2019-09-15,1.32,1,196
9774169,"Luxury VillaThelgoMykonos  III, amazing  sea View!",50301595,Sofianos,,Μυκόνου (Μykonos),37.41849,25.33419,Entire home/apt,290,1,65,2019-09-25,1.60,16,194
9774718,Luxurius VillaThelgoMykonos  IV amazing  sea View!,50301595,Sofianos,,Μυκόνου (Μykonos),37.41825,25.33557,Entire home/apt,260,1,47,2019-08-11,1.17,16,198
9781144,"Maisonette. Old market & castle area, Chora, Naxos",50423333,Andreas,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.1065,25.37527,Entire home/apt,100,3,2,2019-08-17,1.20,1,269
9783879,1-Bedroom Suite with sea view by Kea Village,747958,Christos,,Κέας (Kea),37.63732,24.3414,Hotel room,95,1,1,2019-05-02,0.20,5,172
9787646,Lemon tree house in Malona,37609418,Fotios,,Ρόδου (Rhodes),36.20029,28.07209,Entire home/apt,45,4,27,2019-08-25,0.65,4,151
9793445,Amazing apartment near the Old Town,37609418,Fotios,,Ρόδου (Rhodes),36.43689,28.22384,Entire home/apt,50,4,78,2019-09-13,1.82,4,195
9806834,White Dreams House,44176257,Stavroula,,Μυκόνου (Μykonos),37.41802,25.36851,Hotel room,190,1,33,2019-08-31,0.85,2,365
9808569,An unforgettable experience,50532661,PANAGIOTIS (Takis),,Σύρου - Ερμούπολης (Syros),37.44686,24.94474,Entire home/apt,160,3,27,2019-09-02,0.65,1,126
9815134,Roula Suite Home,50561293,Julia,,Θήρας (Santorini),36.42272,25.43482,Entire home/apt,395,1,16,2019-09-22,0.54,4,30
9816922,"270 Oia's View House I - private pool, Sunset view",50568757,Manos,,Θήρας (Santorini),36.46197,25.3971,Entire home/apt,350,2,16,2019-09-04,0.38,7,13
9817669,Blu Bianco Cave House by Blu Bianco Vacation Renta,17376083,Konstantinos,,Θήρας (Santorini),36.46062,25.37592,Hotel room,490,1,66,2019-08-31,1.49,11,179
9818144,270 View House II with private pool,50568757,Manos,,Θήρας (Santorini),36.4614,25.39656,Entire home/apt,450,2,3,2017-06-05,0.08,7,8
9824061,Thalassa Luxury Villa,50599641,Kostas,,Ρόδου (Rhodes),36.4188,28.16487,Entire home/apt,100,3,12,2017-10-27,0.37,1,180
9824453,Family Apartment Afantou Beach,50601090,Antonios,,Ρόδου (Rhodes),36.28044,28.16459,Entire home/apt,35,3,23,2019-08-31,0.58,3,224
9829246,Villa lord house,48100991,Kyriaki,,Μήλου (Milos),36.75973,24.52745,Entire home/apt,400,2,16,2019-09-16,0.40,1,23
9830300,Lavender  authentic cave room,50628675,Kiki,,Θήρας (Santorini),36.46224,25.38708,Private room,460,1,1,2016-07-13,0.03,6,0
9833420,Jasmin authentic cave room,50628675,Kiki,,Θήρας (Santorini),36.46206,25.38447,Entire home/apt,390,1,1,2016-07-31,0.03,6,0
9848386,Elias Cottage shared pool Sea View,50707581,Alexandros,,Θήρας (Santorini),36.47292,25.41204,Entire home/apt,160,2,19,2019-09-15,0.71,4,192
9849533,VILLA SYMERIA :TOP FLOOR,12441495,Fabienne,,Σύμης (Symi),36.61583,27.83736,Entire home/apt,160,3,2,2019-07-20,0.05,1,213
9852795,Βougainvillea house,50722892,Dimitrios,,Πάρου (Paros),37.08476,25.14889,Entire home/apt,70,2,81,2019-09-12,2.08,2,239
9872101,Beautiful summer house with magnificent view,7288149,Fani,,Κέας (Kea),37.66618,24.33101,Entire home/apt,200,2,21,2019-09-08,0.53,1,365
9872381,House of Light at Kos,13473281,Thomas,,Κω (Kos),36.86056,27.15189,Entire home/apt,90,5,14,2019-09-18,0.35,1,334
9873020,Family Villa appartment  with sunset sea views,19608756,Paul,,Πάρου (Paros),37.07552,25.13589,Entire home/apt,300,3,8,2019-09-18,0.21,1,0
9880522,Petros Cottage Shared Pool Sea View,50707581,Alexandros,,Θήρας (Santorini),36.47276,25.41371,Entire home/apt,280,2,23,2019-09-20,0.59,4,155
9881259,Apartment  2 pax at Erato Studios & Apartment,50660978,Erato Studios & Apartments,,Κω (Kos),36.89499,27.28237,Entire home/apt,39,1,3,2016-09-30,0.07,3,16
9881394,Apartment 3 pax  at Erato Studios&Apts,50660978,Erato Studios & Apartments,,Κω (Kos),36.895,27.28088,Entire home/apt,33,1,1,2018-08-08,0.07,3,9
9881426,Superior Apt  4 pax at Erato Studios&Apts,50660978,Erato Studios & Apartments,,Κω (Kos),36.89316,27.2809,Entire home/apt,52,1,2,2018-08-02,0.05,3,9
9881574,House with yard in the city center.,50838884,Dimitra,,Κω (Kos),36.89522,27.28339,Entire home/apt,60,3,26,2019-09-10,0.63,3,0
9891260,Alex Cottage shared pool & Sea View,50707581,Alexandros,,Θήρας (Santorini),36.47455,25.41338,Entire home/apt,350,2,24,2019-09-02,0.61,4,183
9892900,Villa Rea Sea View Private Pool,23414227,Potis,,Μυκόνου (Μykonos),37.41145,25.34975,Entire home/apt,750,3,14,2019-09-18,0.50,8,170
9893103,Santorini SiskosPlace Cottages,50707581,Alexandros,,Θήρας (Santorini),36.47291,25.41298,Entire home/apt,750,2,4,2018-08-23,0.14,4,157
9894950,"270 View House III, private pool",50568757,Manos,,Θήρας (Santorini),36.46001,25.39648,Entire home/apt,450,2,6,2019-07-31,0.39,7,8
9895182,Agia Thalassa - Beachfront Private Pool Villa,50895586,Amalgam Homes Paros,,Πάρου (Paros),37.09279,25.26575,Entire home/apt,899,3,0,,,1,123
9898595,270 View House IV with private pool,50568757,Manos,,Θήρας (Santorini),36.46203,25.39718,Entire home/apt,390,2,3,2019-05-31,0.11,7,9
9900832,Amelie Canaves Giasemi-by Thireon,5373406,Thireon Houses,,Θήρας (Santorini),36.46401,25.39527,Entire home/apt,66,2,46,2019-09-24,1.12,17,66
9901334,Amelie Canaves Lemoni- by Thireon,5373406,Thireon Houses,,Θήρας (Santorini),36.46291,25.39557,Entire home/apt,55,2,56,2019-09-27,1.36,17,62
9901519,ANASTASIA ROOMS,44244393,Katerina,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),36.97464,25.40324,Private room,50,3,5,2019-05-17,0.18,1,89
9911807,Aegean Pearl Villa,48654793,Do  Disturb Group,,Μυκόνου (Μykonos),37.43511,25.31436,Entire home/apt,1375,3,10,2019-09-09,0.25,80,203
9916220,Cosy Little House in Akrotiri,50982698,Fanis,,Θήρας (Santorini),36.3592,25.39663,Entire home/apt,77,2,48,2019-09-24,1.82,2,35
9917058,"Folegandros,Aegeo Apartment",50986285,Kalliopi,,Φολεγάνδρου (Folegandros),36.6245,24.91949,Hotel room,80,2,29,2019-09-15,0.70,6,4
9919228,Alafouzou Cave Loft by Blu Bianco Vacation Rentals,17376083,Konstantinos,,Θήρας (Santorini),36.46002,25.37282,Entire home/apt,600,1,98,2019-09-08,2.14,11,204
9923153,"Orkos House, Mikri Vigla, Naxos",50130384,Ellen,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.03219,25.375,Entire home/apt,75,7,12,2019-09-17,0.30,1,179
9932772,Oia's View Cavehouse VI with private pool,50568757,Manos,,Θήρας (Santorini),36.4609,25.39696,Entire home/apt,335,2,15,2019-07-19,0.39,7,9
9932837,270 Oia's View Cavehouse VII with private pool,50568757,Manos,,Θήρας (Santorini),36.46206,25.39722,Entire home/apt,370,2,8,2019-09-08,0.20,7,9
9960873,IRO Deluxe Villa near Old Town. #1 Host! 4 BR,7211794,Greg,,Ρόδου (Rhodes),36.43604,28.22076,Entire home/apt,85,4,6,2018-07-28,0.15,18,0
9963734,CASA SIGALA 2,38412352,Sigalas,,Θήρας (Santorini),36.46028,25.3729,Entire home/apt,244,1,54,2019-09-18,1.38,4,244
10000547,Stylish House for 4-6 persons!,2191249,Tania,,Θήρας (Santorini),36.43418,25.43504,Entire home/apt,150,1,45,2019-09-07,1.05,9,279
10003538,An Elegant Studio for 2-4 persons!,2191249,Tania,,Θήρας (Santorini),36.43582,25.43525,Entire home/apt,80,1,76,2019-09-16,1.82,9,309
10016444,Villa Vanta I with private swimming pool.,19771131,Petros,,Πάρου (Paros),37.00393,25.22738,Entire home/apt,200,2,23,2019-09-10,0.59,2,186
10024850,"""Old Vourvoulos Houses"" for 10!",2191249,Tania,,Θήρας (Santorini),36.43499,25.43595,Entire home/apt,240,1,16,2019-09-02,0.41,9,276
10031745,VILLA VISSILOS | charming home & sea view @Tinos,12990225,Korina,,Τήνου (Tinos),37.56789,25.16,Entire home/apt,280,4,9,2018-08-26,0.33,8,357
10033569,VENUS,51508233,Giannis,,Ρόδου (Rhodes),36.37076,28.19157,Entire home/apt,155,3,1,2018-09-22,0.08,1,358
10038885,RHODES OLD TOWN - PORTSIDE- ACANDIA ENTRANCE,51531481,Elsa,,Ρόδου (Rhodes),36.43834,28.23354,Entire home/apt,23,5,32,2019-09-03,0.72,1,76
10045397,Kastraki Dunes double room,51562220,Stella,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.01149,25.38315,Private room,65,2,4,2018-09-07,0.11,3,365
10047099,Luxury 2 bedroom  Villa with private pool Sea view,51569375,Panagiotis,,Θήρας (Santorini),36.38468,25.44614,Entire home/apt,1550,2,0,,,1,257
